jack,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,0.356,0.798,-5.296,1,0.138,0.00297,1.08e-4,0.0751,0.599,106.562
0,0.43,0.529,-6.383,0,0.0916,0.437,0,0.144,0.238,129.096
0,0.43,0.815,-4.79,0,0.0497,0.00127,0.00124,0.0979,0.438,200.002
0,0.556,0.417,-6.443,1,0.0435,0.236,9.98e-6,0.129,0.425,149.932
0,0.523,0.801,-5.503,0,0.0367,0.164,1.82e-4,0.11,0.0811,140.001
0,0.616,0.749,-6.25,0,0.0799,0.139,0,0.0885,0.198,122.051
0,0.434,0.866,-4.662,1,0.173,0.145,3.77e-5,0.315,0.206,183.98
0,0.506,0.8,-6.162,1,0.0407,0.109,0.0118,0.443,0.216,108.047
0,0.565,0.701,-4.733,1,0.033,0.00546,0,0.118,0.384,109.829
0,0.464,0.496,-7.264,1,0.0652,0.709,5.02e-4,0.11,0.295,119.117
0,0.501,0.319,-11.157,1,0.0346,0.945,3.37e-6,0.156,0.508,120.042
0,0.578,0.272,-7.944,0,0.0818,0.518,6.59e-6,0.106,0.211,135.098
0,0.531,0.449,-6.063,0,0.0673,0.953,0.0262,0.0733,0.284,127.343
0,0.674,0.466,-5.163,1,0.0869,0.43,0.00197,0.216,0.329,96.626
0,0.447,0.299,-10.127,1,0.0317,0.786,0.0993,0.132,0.0752,113.349
0,0.675,0.611,-5.12,1,0.0461,0.207,0,0.152,0.456,118.3
0,0.641,0.229,-7.976,1,0.0301,0.951,0.00224,0.0988,0.0911,111.528
0,0.487,0.847,-4.633,0,0.201,0.282,0,0.118,0.349,109.986
0,0.656,0.716,-6.889,1,0.0289,0.521,1.09e-4,0.248,0.257,122.923
0,0.393,0.376,-8.735,1,0.0394,0.373,2.32e-6,0.974,0.196,188.749
0,0.499,0.795,-5.285,1,0.0788,0.0438,0.00255,0.12,0.357,149.966
0,0.631,0.865,-3.439,0,0.0465,0.0697,2.64e-6,0.266,0.436,116.98
0,0.44,0.506,-5.446,1,0.0667,0.369,0,0.282,0.351,117.988
0,0.577,0.866,-4.05,1,0.0601,0.006,7.04e-4,0.164,0.28,130.016
0,0.367,0.802,-5.325,1,0.114,0.00254,1.8e-4,0.0654,0.631,107.13
0,0.428,0.527,-6.361,0,0.102,0.442,0,0.141,0.21,132.819
0,0.449,0.809,-4.834,0,0.0457,0.00117,5.5e-4,0.0968,0.469,200.046
0,0.551,0.418,-6.403,1,0.0423,0.242,4.93e-6,0.12,0.417,149.969
0,0.526,0.809,-5.442,0,0.038,0.148,3.28e-4,0.119,0.0767,140.008
0,0.626,0.733,-6.221,0,0.0747,0.142,0,0.085,0.189,122.067
0,0.427,0.865,-4.691,1,0.206,0.163,2.16e-5,0.316,0.208,184.31
0,0.514,0.786,-6.165,1,0.0396,0.12,0.0131,0.795,0.255,108.003
0,0.577,0.72,-4.737,1,0.0324,0.00475,0,0.123,0.392,109.938
0,0.606,0.658,-9.496,1,0.0584,0.941,0.931,0.0798,0.229,127.025
0,0.459,0.533,-6.811,1,0.0647,0.72,1.92e-4,0.165,0.256,121.403
0,0.648,0.721,-6.921,1,0.0293,0.448,2.87e-4,0.135,0.259,122.919
0,0.429,0.328,-9.009,1,0.0312,0.798,0.137,0.137,0.06,113.376
0,0.576,0.666,-6.057,0,0.0723,0.557,1.01e-6,0.106,0.381,146.321
0,0.584,0.864,-4.205,0,0.199,0.277,0,0.097,0.324,109.968
0,0.5,0.811,-5.287,1,0.096,0.0443,0.00508,0.12,0.228,150.023
0,0.622,0.873,-3.39,0,0.0476,0.0952,4.36e-6,0.246,0.463,116.986
0,0.583,0.525,-5.428,1,0.0572,0.356,0,0.28,0.37,117.991
0,0.584,0.858,-4.026,1,0.0654,0.0078,4.67e-4,0.166,0.273,129.998
0,0.365,0.767,-5.208,1,0.135,0.00207,1.57e-4,0.0708,0.668,106.976
0,0.436,0.544,-6.117,0,0.123,0.426,0,0.143,0.278,130.283
0,0.442,0.812,-4.803,0,0.0525,0.00152,8.56e-4,0.0969,0.454,200.115
0,0.551,0.418,-6.403,1,0.0423,0.242,4.93e-6,0.12,0.417,149.969
0,0.523,0.811,-5.386,0,0.0373,0.14,3.21e-4,0.122,0.112,139.995
0,0.626,0.752,-6.152,1,0.0823,0.131,0,0.0874,0.184,122.07
0,0.436,0.867,-4.62,1,0.21,0.211,4.69e-5,0.322,0.239,184.011
0,0.519,0.792,-6.024,1,0.0398,0.118,0.0169,0.804,0.283,108.013
0,0.579,0.685,-4.731,1,0.0327,0.00494,0,0.137,0.435,109.883
0,0.499,0.795,-5.285,1,0.0788,0.0438,0.00255,0.12,0.357,149.966
0,0.631,0.865,-3.439,0,0.0465,0.0697,2.64e-6,0.266,0.436,116.98
0,0.44,0.506,-5.446,1,0.0667,0.369,0,0.282,0.351,117.988
0,0.577,0.866,-4.05,1,0.0601,0.006,7.04e-4,0.164,0.28,130.016
0,0.367,0.802,-5.325,1,0.114,0.00254,1.8e-4,0.0654,0.631,107.13
0,0.428,0.527,-6.361,0,0.102,0.442,0,0.141,0.21,132.819
0,0.449,0.809,-4.834,0,0.0457,0.00117,5.5e-4,0.0968,0.469,200.046
0,0.551,0.418,-6.403,1,0.0423,0.242,4.93e-6,0.12,0.417,149.969
0,0.526,0.809,-5.442,0,0.038,0.148,3.28e-4,0.119,0.0767,140.008
0,0.626,0.733,-6.221,0,0.0747,0.142,0,0.085,0.189,122.067
0,0.427,0.865,-4.691,1,0.206,0.163,2.16e-5,0.316,0.208,184.31
0,0.514,0.786,-6.165,1,0.0396,0.12,0.0131,0.795,0.255,108.003
0,0.577,0.72,-4.737,1,0.0324,0.00475,0,0.123,0.392,109.938
0,0.451,0.324,-8.964,1,0.0312,0.807,0.176,0.141,0.0676,113.074
1,0.502,0.508,-10.232,1,0.0342,0.402,0.818,0.537,0.0616,83.909
1,0.44,0.538,-7.39,1,0.0423,0.627,3.38e-4,0.0891,0.184,159.906
1,0.579,0.841,-5.728,1,0.0642,0.0217,1.53e-4,0.13,0.549,150.053
1,0.615,0.497,-5.749,1,0.026,0.235,2.04e-4,0.11,0.177,88.024
1,0.498,0.872,-5.524,1,0.242,0.126,7.49e-5,0.0948,0.513,166.967
1,0.608,0.914,-5.49,1,0.11,0.266,0.00605,0.119,0.638,149.902
1,0.344,0.165,-16.81,1,0.0387,0.798,0.0861,0.106,0.07,119.656
1,0.474,0.135,-17.306,1,0.0367,0.942,0.35,0.103,0.218,129.774
1,0.333,0.188,-11.48,1,0.0414,0.948,6.93e-4,0.0912,0.63,207.884
1,0.436,0.714,-5.229,1,0.0257,0.00474,0,0.162,0.212,88.955
1,0.527,0.746,-7.717,1,0.0536,0.0379,5.8e-5,0.0628,0.445,166.919
1,0.492,0.886,-6.553,1,0.0503,0.411,1.62e-4,0.384,0.748,149.977
1,0.568,0.292,-14.316,1,0.0269,0.829,4.35e-6,0.341,0.501,75.065
1,0.669,0.885,-4.735,1,0.0438,0.0393,0,0.264,0.825,109.24
1,0.503,0.856,-7.092,1,0.074,0.0387,2.28e-6,0.0931,0.692,150.014
1,0.543,0.556,-6.126,1,0.0296,0.643,0,0.104,0.414,79.041
1,0.525,0.202,-18.552,1,0.0334,0.967,0.43,0.142,0.326,130.027
1,0.427,0.0741,-21.9,1,0.0381,0.886,0.879,0.11,0.15,122.798
1,0.427,0.233,-15.004,1,0.0713,0.863,0,0.712,0.189,93.756
1,0.598,0.533,-9.095,1,0.0358,0.624,2e-5,0.42,0.211,117.718
1,0.623,0.749,-5.47,1,0.0425,0.245,2.42e-6,0.966,0.0751,91.897
1,0.466,0.654,-7.755,1,0.0583,0.661,0,0.916,0.22,92.493
1,0.653,0.609,-7.945,1,0.0808,0.634,0,0.76,0.5,80.048
1,0.824,0.712,-6.501,1,0.0629,0.0724,4.77e-5,0.669,0.898,110.68
1,0.485,0.233,-8.644,1,0.141,0.803,9.24e-6,0.681,0.304,77.642
1,0.512,0.45,-8.047,1,0.127,0.787,0,0.962,0.376,118.291
1,0.563,0.645,-6.737,1,0.0331,0.829,6.21e-6,0.974,0.39,124.624
1,0.584,0.502,-11.098,1,0.0291,0.79,0.038,0.704,0.0496,112.933
1,0.39,0.445,-7.223,1,0.0435,0.76,0,0.741,0.412,176.4
1,0.554,0.833,-7.475,1,0.185,0.249,9.44e-4,0.102,0.0718,154.036
1,0.629,0.448,-9.534,1,0.102,0.579,0,0.131,0.515,79.993
1,0.776,0.56,-7.182,1,0.136,0.0264,0,0.0496,0.554,109.463
1,0.63,0.885,-5.674,1,0.0406,3.97e-4,1.37e-6,0.206,0.289,110.072
1,0.534,0.666,-8.724,1,0.245,0.022,0.00155,0.0958,0.254,183.737
1,0.769,0.434,-11.097,1,0.0643,0.027,0.415,0.111,0.268,118.025
1,0.606,0.698,-5.99,1,0.0567,0.00422,1.69e-6,0.0886,0.7,150.038
1,0.732,0.754,-5.291,1,0.037,0.141,0.0233,0.0991,0.336,99.009
1,0.653,0.817,-5.706,1,0.0405,0.277,3.77e-6,0.344,0.661,125.018
1,0.621,0.447,-10.213,1,0.037,0.0245,0.102,0.12,0.0978,113.053
1,0.611,0.407,-8.056,0,0.082,0.0803,0.0212,0.28,0.252,77.994
1,0.391,0.583,-6.633,1,0.113,0.176,6.02e-6,0.103,0.375,95.13
1,0.644,0.687,-11.092,1,0.0702,0.485,0.0059,0.174,0.556,75.981
1,0.543,0.845,-6.384,1,0.0553,0.00208,0.136,0.248,0.448,162.005
1,0.814,0.612,-9.313,1,0.0437,0.0236,0.315,0.0668,0.117,123.985
1,0.731,0.782,-8.438,1,0.0713,0.0521,7.13e-4,0.429,0.43,95.012
1,0.65,0.574,-6.902,1,0.0258,0.689,0.0912,0.105,0.547,107.985
1,0.605,0.776,-8.512,1,0.046,0.0309,0.0229,0.179,0.387,80.038
1,0.655,0.58,-9.234,0,0.0382,0.564,0.011,0.108,0.32,119.958
1,0.255,0.243,-11.194,1,0.0384,0.84,2.36e-6,0.187,0.135,89.258
1,0.618,0.766,-6.734,1,0.0513,0.0238,7.91e-4,0.35,0.859,159.998
1,0.455,0.661,-7.347,1,0.0366,0.0544,6.26e-4,0.456,0.415,146.889
1,0.406,0.377,-10.982,1,0.0457,0.473,0.13,0.337,0.101,165.004
1,0.552,0.941,-8.256,1,0.0415,0.318,0.0655,0.33,0.526,159.594
1,0.421,0.79,-6.227,1,0.0538,0.00205,3.09e-4,0.148,0.279,162.024
1,0.713,0.83,-6.415,1,0.0537,0.00713,0.00727,0.291,0.546,124.033
1,0.446,0.915,-6.221,1,0.141,0.00281,3.87e-5,0.218,0.398,190.013
1,0.818,0.374,-10.666,0,0.0459,0.0951,0.0139,0.217,0.457,117.956
1,0.631,0.705,-8.612,0,0.0775,0.0779,0.0846,0.111,0.437,160.036
1,0.606,0.312,-11.43,0,0.0332,0.767,0.00803,0.0508,0.462,120.074
1,0.56,0.866,-7.327,1,0.0755,0.0139,0.0813,0.0974,0.336,119.986
1,0.569,0.85,-6.699,1,0.0538,0.275,0.0057,0.297,0.792,160.043
1,0.487,0.709,-10.274,1,0.0696,0.808,0.73,0.35,0.162,159.494
1,0.506,0.377,-12.534,1,0.0409,0.786,0.557,0.374,0.239,165.025
1,0.176,0.958,-4.94,1,0.11,0.00115,0,0.676,0.235,93.71
1,0.318,0.809,-6.226,1,0.0978,0.0147,1.42e-6,0.328,0.216,161.909
1,0.552,0.941,-8.256,1,0.0415,0.318,0.0655,0.33,0.526,159.594
1,0.421,0.79,-6.227,1,0.0538,0.00205,3.09e-4,0.148,0.279,162.024
1,0.713,0.83,-6.415,1,0.0537,0.00713,0.00727,0.291,0.546,124.033
1,0.446,0.915,-6.221,1,0.141,0.00281,3.87e-5,0.218,0.398,190.013
1,0.818,0.374,-10.666,0,0.0459,0.0951,0.0139,0.217,0.457,117.956
1,0.631,0.705,-8.612,0,0.0775,0.0779,0.0846,0.111,0.437,160.036
1,0.606,0.312,-11.43,0,0.0332,0.767,0.00803,0.0508,0.462,120.074
1,0.56,0.866,-7.327,1,0.0755,0.0139,0.0813,0.0974,0.336,119.986
1,0.569,0.85,-6.699,1,0.0538,0.275,0.0057,0.297,0.792,160.043
1,0.487,0.709,-10.274,1,0.0696,0.808,0.73,0.35,0.162,159.494
1,0.506,0.377,-12.534,1,0.0409,0.786,0.557,0.374,0.239,165.025
1,0.579,0.764,-7.334,0,0.207,0.0089,0.0144,0.0958,0.416,189.951
1,0.665,0.786,-7.113,1,0.0487,0.0599,0.0213,0.0963,0.685,94.994
1,0.838,0.313,-9.088,1,0.0575,0.78,0,0.0986,0.602,94.929
1,0.592,0.969,-8.451,1,0.0584,0.167,0.0274,0.0877,0.579,159.539
1,0.573,0.408,-11.562,0,0.0891,0.794,0.0362,0.107,0.112,143.812
1,0.552,0.941,-8.256,1,0.0415,0.318,0.0655,0.33,0.526,159.594
1,0.421,0.79,-6.227,1,0.0538,0.00205,3.09e-4,0.148,0.279,162.024
1,0.713,0.83,-6.415,1,0.0537,0.00713,0.00727,0.291,0.546,124.033
1,0.446,0.915,-6.221,1,0.141,0.00281,3.87e-5,0.218,0.398,190.013
1,0.818,0.374,-10.666,0,0.0459,0.0951,0.0139,0.217,0.457,117.956
1,0.631,0.705,-8.612,0,0.0775,0.0779,0.0846,0.111,0.437,160.036
1,0.606,0.312,-11.43,0,0.0332,0.767,0.00803,0.0508,0.462,120.074
1,0.56,0.866,-7.327,1,0.0755,0.0139,0.0813,0.0974,0.336,119.986
1,0.569,0.85,-6.699,1,0.0538,0.275,0.0057,0.297,0.792,160.043
1,0.487,0.709,-10.274,1,0.0696,0.808,0.73,0.35,0.162,159.494
1,0.506,0.377,-12.534,1,0.0409,0.786,0.557,0.374,0.239,165.025
1,0.552,0.941,-8.256,1,0.0415,0.318,0.0655,0.33,0.526,159.594
1,0.421,0.79,-6.227,1,0.0538,0.00205,3.09e-4,0.148,0.279,162.024
1,0.713,0.83,-6.415,1,0.0537,0.00713,0.00727,0.291,0.546,124.033
1,0.446,0.915,-6.221,1,0.141,0.00281,3.87e-5,0.218,0.398,190.013
1,0.818,0.374,-10.666,0,0.0459,0.0951,0.0139,0.217,0.457,117.956
1,0.631,0.705,-8.612,0,0.0775,0.0779,0.0846,0.111,0.437,160.036
1,0.606,0.312,-11.43,0,0.0332,0.767,0.00803,0.0508,0.462,120.074
1,0.56,0.866,-7.327,1,0.0755,0.0139,0.0813,0.0974,0.336,119.986
1,0.569,0.85,-6.699,1,0.0538,0.275,0.0057,0.297,0.792,160.043
1,0.487,0.709,-10.274,1,0.0696,0.808,0.73,0.35,0.162,159.494
1,0.506,0.377,-12.534,1,0.0409,0.786,0.557,0.374,0.239,165.025
0,0.713,0.691,-5.011,1,0.0381,0.0311,9.27e-4,0.0987,0.517,99.968
0,0.703,0.714,-4.967,1,0.0316,0.0197,1.65e-6,0.0849,0.62,116.723
0,0.772,0.658,-6.93,1,0.0722,0.14,0.0111,0.117,0.355,128.078
0,0.63,0.739,-7.035,1,0.189,0.146,0.00934,0.488,0.568,130.1
0,0.68,0.714,-4.557,0,0.0612,0.0675,0.00455,0.117,0.561,133.127
0,0.714,0.69,-7.917,1,0.0809,0.218,9.5e-5,0.0905,0.662,90.995
0,0.762,0.498,-5.294,1,0.0481,0.161,9.55e-6,0.172,0.871,107.049
0,0.53,0.745,-6.052,1,0.0542,0.0535,9.67e-4,0.188,0.815,83.411
0,0.662,0.575,-8.342,1,0.0321,0.567,9.79e-4,0.101,0.636,94.001
0,0.8,0.457,-6.453,1,0.0418,0.53,0.00376,0.371,0.875,109.97
0,0.517,0.521,-9.043,1,0.0398,0.845,0,0.145,0.73,155.595
0,0.726,0.713,-5.046,1,0.0708,0.217,0.00223,0.0995,0.874,110.002
0,0.63,0.455,-6.336,1,0.0571,0.678,2.72e-5,0.107,0.287,119.884
0,0.658,0.717,-4.257,0,0.0633,0.0846,0.0022,0.12,0.595,133.074
0,0.647,0.609,-7.864,1,0.0497,0.564,1.95e-4,0.405,0.646,91.011
0,0.717,0.707,-9.495,1,0.0628,0.384,1.17e-4,0.161,0.206,105.014
0,0.258,0.376,-6.876,1,0.0304,0.811,6.59e-5,0.107,0.531,188.319
0,0.514,0.545,-7.96,0,0.224,0.35,0.0149,0.162,0.611,100.027
0,0.713,0.691,-5.011,1,0.0381,0.0311,9.27e-4,0.0987,0.517,99.968
0,0.703,0.714,-4.967,1,0.0316,0.0197,1.65e-6,0.0849,0.62,116.723
0,0.772,0.658,-6.93,1,0.0722,0.14,0.0111,0.117,0.355,128.078
0,0.63,0.739,-7.035,1,0.189,0.146,0.00934,0.488,0.568,130.1
0,0.68,0.714,-4.557,0,0.0612,0.0675,0.00455,0.117,0.561,133.127
0,0.714,0.69,-7.917,1,0.0809,0.218,9.5e-5,0.0905,0.662,90.995
0,0.762,0.498,-5.294,1,0.0481,0.161,9.55e-6,0.172,0.871,107.049
0,0.53,0.745,-6.052,1,0.0542,0.0535,9.67e-4,0.188,0.815,83.411
0,0.662,0.575,-8.342,1,0.0321,0.567,9.79e-4,0.101,0.636,94.001
0,0.8,0.457,-6.453,1,0.0418,0.53,0.00376,0.371,0.875,109.97
0,0.517,0.521,-9.043,1,0.0398,0.845,0,0.145,0.73,155.595
0,0.726,0.713,-5.046,1,0.0708,0.217,0.00223,0.0995,0.874,110.002
0,0.63,0.455,-6.336,1,0.0571,0.678,2.72e-5,0.107,0.287,119.884
0,0.658,0.717,-4.257,0,0.0633,0.0846,0.0022,0.12,0.595,133.074
0,0.647,0.609,-7.864,1,0.0497,0.564,1.95e-4,0.405,0.646,91.011
0,0.717,0.707,-9.495,1,0.0628,0.384,1.17e-4,0.161,0.206,105.014
0,0.258,0.376,-6.876,1,0.0304,0.811,6.59e-5,0.107,0.531,188.319
0,0.514,0.545,-7.96,0,0.224,0.35,0.0149,0.162,0.611,100.027
0,0.635,0.853,-3.926,1,0.048,0.121,0,0.371,0.372,112.964
0,0.554,0.728,-4.685,1,0.0627,0.0603,6.48e-5,0.156,0.622,143.969
0,0.612,0.856,-3.273,1,0.0479,0.116,3.35e-5,0.647,0.681,112.94
0,0.715,0.775,-4.534,1,0.199,0.115,0,0.161,0.724,97.979
0,0.714,0.826,-5.542,1,0.0784,0.319,0,0.0893,0.648,100.034
0,0.738,0.707,-5.966,1,0.0265,0.143,9.85e-6,0.105,0.808,117.999
0,0.659,0.579,-7.885,1,0.0416,0.0728,9.14e-6,0.105,0.711,135.012
0,0.626,0.715,-5.531,1,0.0459,0.114,1.29e-6,0.361,0.333,122.981
0,0.782,0.531,-6.323,1,0.157,0.612,0,0.154,0.851,95.035
0,0.396,0.541,-6.427,1,0.0544,0.185,1.22e-4,0.135,0.349,150.255
0,0.348,0.381,-7.198,1,0.0308,0.487,0.011,0.281,0.0963,112.943
0,0.612,0.636,-5.613,1,0.0337,0.546,1.69e-6,0.127,0.439,115.963
0,0.635,0.853,-3.926,1,0.048,0.121,0,0.371,0.372,112.964
0,0.554,0.728,-4.685,1,0.0627,0.0603,6.48e-5,0.156,0.622,143.969
0,0.612,0.856,-3.273,1,0.0479,0.116,3.35e-5,0.647,0.681,112.94
0,0.715,0.775,-4.534,1,0.199,0.115,0,0.161,0.724,97.979
0,0.714,0.826,-5.542,1,0.0784,0.319,0,0.0893,0.648,100.034
0,0.738,0.707,-5.966,1,0.0265,0.143,9.85e-6,0.105,0.808,117.999
0,0.659,0.579,-7.885,1,0.0416,0.0728,9.14e-6,0.105,0.711,135.012
0,0.626,0.715,-5.531,1,0.0459,0.114,1.29e-6,0.361,0.333,122.981
0,0.781,0.531,-6.323,1,0.156,0.612,0,0.154,0.852,95.035
0,0.396,0.541,-6.427,1,0.0544,0.185,1.22e-4,0.135,0.349,150.255
0,0.348,0.381,-7.198,1,0.0308,0.487,0.011,0.281,0.0963,112.943
0,0.635,0.853,-3.926,1,0.048,0.121,0,0.371,0.372,112.964
0,0.554,0.728,-4.685,1,0.0627,0.0603,6.48e-5,0.156,0.622,143.969
0,0.612,0.856,-3.273,1,0.0479,0.116,3.35e-5,0.647,0.681,112.94
0,0.715,0.775,-4.534,1,0.199,0.115,0,0.161,0.724,97.979
0,0.714,0.826,-5.542,1,0.0784,0.319,0,0.0893,0.648,100.034
0,0.738,0.707,-5.966,1,0.0265,0.143,9.85e-6,0.105,0.808,117.999
0,0.659,0.579,-7.885,1,0.0416,0.0728,9.14e-6,0.105,0.711,135.012
0,0.626,0.715,-5.531,1,0.0459,0.114,1.29e-6,0.361,0.333,122.981
0,0.782,0.531,-6.323,1,0.157,0.612,0,0.154,0.851,95.035
0,0.393,0.541,-6.427,1,0.0545,0.185,1.22e-4,0.135,0.349,150.298
0,0.348,0.381,-7.198,1,0.0308,0.487,0.011,0.281,0.0963,112.943
0,0.635,0.853,-3.926,1,0.048,0.121,0,0.371,0.372,112.964
0,0.554,0.728,-4.685,1,0.0627,0.0603,6.48e-5,0.156,0.622,143.969
0,0.612,0.856,-3.273,1,0.0479,0.116,3.35e-5,0.647,0.681,112.94
0,0.715,0.775,-4.534,1,0.199,0.115,0,0.161,0.724,97.979
0,0.714,0.826,-5.542,1,0.0784,0.319,0,0.0893,0.648,100.034
0,0.738,0.707,-5.966,1,0.0265,0.143,9.85e-6,0.105,0.808,117.999
0,0.659,0.579,-7.885,1,0.0416,0.0728,9.14e-6,0.105,0.711,135.012
0,0.626,0.715,-5.531,1,0.0459,0.114,1.29e-6,0.361,0.333,122.981
0,0.782,0.531,-6.323,1,0.157,0.612,0,0.154,0.851,95.035
0,0.396,0.541,-6.427,1,0.0544,0.185,1.22e-4,0.135,0.349,150.255
0,0.349,0.381,-7.198,1,0.0308,0.487,0.011,0.281,0.096,113.44
0,0.741,0.894,-5.648,1,0.069,0.076,4.89e-5,0.0835,0.297,111.969
0,0.773,0.867,-4.595,1,0.0603,0.145,3.33e-4,0.105,0.592,117.984
0,0.547,0.635,-5.569,1,0.137,0.0127,5.01e-6,0.0585,0.525,113.678
0,0.671,0.85,-5.557,0,0.0426,0.0183,9.82e-5,0.0766,0.736,125.004
0,0.436,0.809,-6.423,1,0.053,0.0937,0.00289,0.179,0.761,159.596
0,0.676,0.889,-4.277,1,0.0441,0.0284,1.2e-6,0.0978,0.649,139.963
0,0.743,0.88,-4.748,0,0.0509,0.0059,1.78e-6,0.053900000000000003,0.477,119.999
0,0.65,0.658,-5.698,0,0.113,0.331,0,0.108,0.863,152.496
0,0.676,0.707,-6.834,0,0.0304,0.17,0.00516,0.0889,0.804,145.061
0,0.397,0.835,-5.803,1,0.15,0.0237,0.00122,0.111,0.0911,127.884
0,0.619,0.95,-5.361,1,0.0571,0.024,0.176,0.0654,0.445,134.389
0,0.743,0.899,-5.675,1,0.0688,0.0792,7.75e-5,0.0838,0.265,111.98
0,0.773,0.867,-4.595,1,0.0634,0.145,3.39e-4,0.105,0.586,118.008
0,0.548,0.632,-5.569,1,0.145,0.0126,4.95e-6,0.0769,0.535,113.682
0,0.671,0.852,-5.557,0,0.0425,0.0184,9.91e-5,0.0841,0.737,125.043
0,0.436,0.808,-6.424,1,0.0543,0.0923,0.00294,0.177,0.756,159.174
0,0.676,0.889,-4.277,1,0.0441,0.0284,1.2e-6,0.105,0.649,139.961
0,0.742,0.881,-4.748,0,0.0509,0.00581,1.78e-6,0.0528,0.473,120.007
0,0.65,0.658,-5.71,0,0.112,0.333,0,0.109,0.862,152.425
0,0.676,0.707,-6.835,0,0.0305,0.171,0.00492,0.0814,0.803,145.059
0,0.397,0.835,-5.804,1,0.15,0.0237,0.00122,0.11,0.0903,127.873
0,0.619,0.951,-5.363,1,0.0579,0.0247,0.172,0.0625,0.449,134.39
0,0.615,0.933,-6.693,1,0.0747,0.035,0.0885,0.0901,0.675,123.043
0,0.584,0.793,-6.004,0,0.0532,0.134,3.88e-6,0.0532,0.512,92.028
0,0.706,0.724,-7.031,1,0.0395,0.106,0.479,0.158,0.978,148.136
0,0.732,0.664,-9.388,1,0.0285,0.148,0.00667,0.0811,0.859,126.038
0,0.746,0.577,-8.259,0,0.0963,0.0786,0.0268,0.248,0.807,125.031
0,0.743,0.899,-5.675,1,0.0688,0.0792,7.75e-5,0.0838,0.265,111.98
0,0.773,0.867,-4.595,1,0.0634,0.145,3.39e-4,0.107,0.586,118.008
0,0.729,0.614,-5.531,1,0.0904,0.0111,3.73e-6,0.0752,0.561,113.823
0,0.671,0.852,-5.572,0,0.0425,0.0184,9.91e-5,0.0865,0.737,125.038
0,0.44,0.814,-6.375,1,0.0493,0.0932,0.00235,0.184,0.754,159.618
0,0.678,0.888,-4.274,1,0.0435,0.0202,1.67e-6,0.103,0.636,139.971
0,0.736,0.882,-4.751,0,0.0501,0.0039,2.84e-6,0.0502,0.505,119.996
0,0.65,0.658,-5.71,0,0.112,0.333,0,0.109,0.862,152.425
0,0.676,0.707,-6.835,0,0.0305,0.171,0.00492,0.0814,0.803,145.059
0,0.397,0.835,-5.804,1,0.15,0.0237,0.00122,0.11,0.0903,127.873
0,0.619,0.951,-5.363,1,0.0579,0.0247,0.172,0.0581,0.449,134.39
0,0.743,0.899,-5.675,1,0.0688,0.0792,7.75e-5,0.0838,0.265,111.98
0,0.773,0.867,-4.595,1,0.0634,0.145,3.39e-4,0.105,0.586,118.008
0,0.548,0.632,-5.569,1,0.145,0.0126,4.95e-6,0.0769,0.535,113.682
0,0.671,0.852,-5.557,0,0.0425,0.0184,9.91e-5,0.0841,0.737,125.043
0,0.436,0.808,-6.424,1,0.0543,0.0923,0.00294,0.177,0.756,159.174
0,0.676,0.889,-4.277,1,0.0441,0.0284,1.2e-6,0.105,0.649,139.961
0,0.742,0.881,-4.748,0,0.0509,0.00581,1.78e-6,0.0528,0.473,120.007
0,0.65,0.658,-5.71,0,0.112,0.333,0,0.109,0.862,152.425
0,0.676,0.707,-6.835,0,0.0305,0.171,0.00492,0.0814,0.803,145.059
0,0.397,0.835,-5.804,1,0.15,0.0237,0.00122,0.11,0.0903,127.873
0,0.619,0.951,-5.363,1,0.0579,0.0247,0.172,0.0625,0.449,134.39
0,0.615,0.933,-6.693,1,0.0747,0.035,0.0885,0.0901,0.675,123.043
0,0.584,0.793,-6.004,0,0.0532,0.134,3.88e-6,0.0532,0.512,92.028
0,0.628,0.596,-10.79,1,0.0439,0.00152,0.0882,0.102,0.131,117.975
0,0.706,0.724,-7.031,1,0.0395,0.106,0.479,0.158,0.978,148.136
0,0.369,0.776,-6.188,1,0.0468,0.00474,0.0957,0.0805,0.0924,149.07
0,0.269,0.764,-3.735,1,0.0534,0.132,0,0.0723,0.15,181.299
0,0.533,0.746,-3.281,1,0.0316,0.022,2.93e-5,0.274,0.36,90.043
0,0.387,0.728,-5.33,1,0.053,0.283,0.00516,0.108,0.129,123.35
0,0.614,0.617,-4.23,1,0.0295,0.641,1.78e-4,0.0648,0.15,105.933
0,0.633,0.8,-4.276,1,0.0364,0.281,0.00133,0.115,0.451,94.989
0,0.572,0.853,-2.114,1,0.0351,0.0982,7.25e-6,0.131,0.572,150.03
0,0.485,0.492,-6.169,1,0.0343,0.673,6.26e-5,0.137,0.155,123.923
0,0.739,0.393,-7.773,1,0.0411,0.563,0,0.608,0.452,134.961
0,0.315,0.807,-2.113,1,0.0463,0.0685,0,0.0866,0.194,144.318
0,0.505,0.761,-6.279,1,0.0454,0.0883,0.527,0.107,0.41,130.002
0,0.625,0.146,-9.497,1,0.0297,0.394,8.44e-5,0.119,0.235,113.952
0,0.39,0.784,-6.182,1,0.0466,0.00367,0.122,0.0915,0.106,149.044
0,0.243,0.76,-3.737,1,0.0544,0.135,0,0.0721,0.156,181.171
0,0.532,0.765,-3.281,1,0.0331,0.0227,2.52e-5,0.268,0.37,90.049
